Species,Owner,Country.of.Origin,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Month,Grading.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration.Month,Expiration.Year,Certification.Body
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,4,100,Specialty Coffee Association,2012,November,2012,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,Bluish-Green,0,November,2013,Specialty Coffee Association
Arabica,"El Equimite, Cafetal Biodinámico",Mexico,,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,Green,7,September,2013,AMECAFE
Arabica,JULIO PEREZ HERNANDEZ,Mexico,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1,AMECAFE,2012,August,2012,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,Green,13,August,2013,AMECAFE
Arabica,ROSA AURORA FALCON FERNANDEZ,Mexico,,1250,coatepec,ROSA AURORA FALCON FERNANDEZ,15,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,Green,11,July,2013,AMECAFE
Arabica,Royal Base Corporation,Vietnam,royal base corporation,1040,don duong,"Apollo Co., LTd.",1,2,Specialty Coffee Association,2012,July,2012,Other,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,Green,2,July,2013,Specialty Coffee Association
Arabica,SERGIO DE LA VEQUIA BERNARDI,Mexico,,1250,veracruz,RAMIRO DE LA VEQUIA BERNARDI,250,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,Green,1,July,2013,AMECAFE
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),cqi,,kona,,10,100,Specialty Coffee Association,2012,February,2012,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,Green,2,February,2013,Specialty Coffee Association
Arabica,CARCAFE LTDA CI,Colombia,,1600,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,275,70,Almacafé,2011,April,2011,,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,,5,April,2012,Almacafé
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1600,el paraíso,Santos Fonseca,275,69,Instituto Hondureño del Café,2017,June,2017,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,Green,1,June,2018,Instituto Hondureño del Café
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1600,guinope el paraíso,Santos Fonseca,275,69,Instituto Hondureño del Café,2016,April,2017,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,Green,7,April,2018,Instituto Hondureño del Café
Arabica,Ipanema Coffees,Brazil,ipanema coffees,944,south of minas,Ipanema Agricola,230,60,Brazil Specialty Coffee Association,2016,August,2016,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,Green,3,August,2017,Brazil Specialty Coffee Association
Arabica,Didas,"Tanzania, United Republic Of",tawoca,1650,kilimanjaro,Mr & Mrs Didas Mallya,2,80,Africa Fine Coffee Association,2015,November,2015,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,Green,20,November,2016,Africa Fine Coffee Association
Arabica,Minwook Ku,Laos,kettles coffee roasters,1250,lao p.d.r.,HanYong Choi,1,2,Specialty Coffee Institute of Asia,2015,November,2015,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,Blue-Green,0,November,2016,Specialty Coffee Institute of Asia
Arabica,Finca Estate,"Tanzania, United Republic Of",finca estate,1350,meru,Finca Estate,1,60,Africa Fine Coffee Association,2014,December,2014,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,Green,3,December,2015,Africa Fine Coffee Association
Arabica,AFCA,Malawi,mzuzu coffee planters coop union,762,mzuzu,Mzuzu Coffee Coop Union,16,60,Africa Fine Coffee Association,2014,October,2014,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,Bluish-Green,1,October,2015,Africa Fine Coffee Association
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,"red on tree co., ltd.",600,"dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,50,20,Specialty Coffee Association,2013,July,2014,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,Green,0,July,2015,Specialty Coffee Association
Arabica,Doi Tung Development Project,Thailand,doi tung development project,801,thailand,Doi Tung Development Project,1,1,Specialty Coffee Association,2013,June,2014,,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,Green,0,June,2015,Specialty Coffee Association
Arabica,Eric Thormaehlen,Costa Rica,coricafe s.a.,1300,central valley,VARIOS,250,1,Specialty Coffee Association of Costa Rica,2013,June,2014,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,Green,4,June,2015,Specialty Coffee Association of Costa Rica
Arabica,Beneficio Santa Rosa,Honduras,beneficio santa rosa s.a.,1400,occidental,BSR,275,69,Instituto Hondureño del Café,2014,April,2014,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,Green,5,April,2015,Instituto Hondureño del Café
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1900,huila,,250,70,Almacafé,2013,September,2013,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,Green,1,September,2014,Almacafé
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,"red on tree co., ltd.",650,"dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",30,10,Specialty Coffee Association,2012,June,2013,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,Bluish-Green,0,June,2014,Specialty Coffee Association
Arabica,Owen Carver,Brazil,café do paraíso,1039,"minas gerais, br",Café do Paraíso,1,2,Specialty Coffee Association,2012,May,2013,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,Blue-Green,0,May,2014,Specialty Coffee Association
Arabica,JORGE OCTAVIO ESCAMILLA PRADO,Mexico,,940,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,15,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,Green,1,July,2013,AMECAFE
Arabica,NUCOFFEE,Brazil,nucoffee,1000,south of minas,Vander Bonaccorsi,50,60,NUCOFFEE,2012,June,2012,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0,Green,1,June,2013,NUCOFFEE
Arabica,NUCOFFEE,Brazil,nucoffee,1050,cerrado,José Hiroiti,75,60,NUCOFFEE,2012,April,2012,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0,Blue-Green,1,April,2013,NUCOFFEE
Arabica,Juan Luis Alvarado Romero,Guatemala,"elfasa, s.a.",,san marcos,PAUL STAUDER,250,1,Asociacion Nacional Del Café,2012,March,2012,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0,Green,3,March,2013,Asociacion Nacional Del Café
Arabica,NUCOFFEE,Brazil,nucoffee,950,south of minas,Maria da Gloria Junqueira,53,60,NUCOFFEE,2012,February,2012,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,Green,2,February,2013,NUCOFFEE
Arabica,Felipe Isaza,Guatemala,coffee resources inc.,1402,oriente,Conquista/Morito,250,2,Specialty Coffee Association,2012,February,2012,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,Green,10,January,2013,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,,1775,huila,"Grupo Monserrate, La Plata",150,70,Almacafé,2011,July,2011,Caturra,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,,2,July,2012,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69,Asociacion Nacional Del Café,2017,August,2017,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,Green,1,August,2018,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69,Asociacion Nacional Del Café,2017,June,2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2,Green,0,June,2018,Asociacion Nacional Del Café
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,274,67,Instituto Hondureño del Café,2017,June,2017,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,Green,1,June,2018,Instituto Hondureño del Café
Arabica,Gabriel Barbara,Brazil,volcafe ltda.,1020,monte carmelo,Múcio Cardoso,305,59,Brazil Specialty Coffee Association,2016,October,2016,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,Green,4,October,2017,Brazil Specialty Coffee Association
Arabica,Consejo Salvadoreño del Café,El Salvador,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",275,69,Salvadoran Coffee Council,2014,May,2015,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,Green,2,May,2016,Salvadoran Coffee Council
Arabica,Juan Luis Alvarado Romero,Guatemala,asociación nacional del café - anacafe -,1550,nuevo oriente,OVIDIO CARDONA,275,69,Asociacion Nacional Del Café,2015,April,2015,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,Green,7,April,2016,Asociacion Nacional Del Café
Arabica,Mcomafa Co Ltd,"Tanzania, United Republic Of",mcomafa co. ltd,1877,mbeya,Mcomafa,114,60,Africa Fine Coffee Association,2014,January,2015,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0,Green,4,January,2016,Africa Fine Coffee Association
Arabica,Chris Finch,Nicaragua,volcafe specialty coffee,,,,275,5,Specialty Coffee Association,2013,July,2014,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,Green,4,July,2015,Specialty Coffee Association
Arabica,LUSSO LAB,Zambia,lusso coffee lab,1250,mubuyu estate,,13,2,Specialty Coffee Association,2014,June,2014,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,,3,June,2015,Specialty Coffee Association
Arabica,Rob Tuttle,Honduras,thrive farmers,,,,1,2,Specialty Coffee Association,2012,January,2014,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,Green,0,January,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,35,30,Blossom Valley International,2012,December,2013,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,CALIXTO GUILLEN VAZQUEZ,Mexico,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,450,1,AMECAFE,2013,March,2013,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,Green,6,March,2014,AMECAFE
Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,,981,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",10,1,AMECAFE,2012,September,2012,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,None,7,September,2013,AMECAFE
Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,,690,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",10,1,AMECAFE,2012,September,2012,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,None,8,September,2013,AMECAFE
Arabica,JUAN HERMILIO SAMPIERI CARCAMO,Mexico,,1650,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,30,1,AMECAFE,2012,July,2012,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,Green,4,July,2013,AMECAFE
Arabica,MODESTO LANDEROS FLORES,Mexico,,1000,fortín de las flores,MODESTO LANDEROS FLORES,62,1,AMECAFE,2012,July,2012,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,Green,0,July,2013,AMECAFE
Arabica,NUCOFFEE,Brazil,nucoffee,1100,grama valley,Fioravante Malagutti,8,60,NUCOFFEE,2012,February,2012,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,Green,3,February,2013,NUCOFFEE
Arabica,Exportadora de Cafe Condor S.A,Colombia,,1600,cundinamarca,Exportadora de Café Cóndor S.A,250,70,Almacafé,2010,February,2011,,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0,,1,February,2012,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,25,69,Asociacion Nacional Del Café,2017,August,2017,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,Green,1,August,2018,Asociacion Nacional Del Café
Arabica,Troy Quimby,Costa Rica,bold coast coffee,1900,tarrazu,Manuel Montero,15,46,Specialty Coffee Association,2016,February,2017,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,Green,4,February,2018,Specialty Coffee Association
Arabica,Gabriel Barbara,Brazil,volcafe ltda.,973,monte carmelo,Helena Pingnatti Ricci,200,59,Brazil Specialty Coffee Association,2016,January,2017,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,Green,3,January,2018,Brazil Specialty Coffee Association
Arabica,Aulia Arif Syahri,Indonesia,pt. olam indonesia,1250,bali,MUDAR,166,30,Specialty Coffee Association,2015,January,2017,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1,Green,0,January,2018,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,130,69,Asociacion Nacional Del Café,2015,August,2016,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,Green,6,August,2017,Asociacion Nacional Del Café
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2,Brazil Specialty Coffee Association,2015,October,2015,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,Green,1,October,2016,Brazil Specialty Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,300,2,Brazil Specialty Coffee Association,2015,October,2015,Yellow Bourbon,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,Green,0,October,2016,Brazil Specialty Coffee Association
Arabica,U Mg Mg,Myanmar,,1220,ywar ngan,U Mg Mg,1,2,Coffee Quality Institute,2015,July,2015,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,Green,2,July,2016,Coffee Quality Institute
Arabica,VIRIDIANA,Mexico,agroindustrias unidas de mexico sa de cv,1425,chiapas,MARTINIANO A. MORENO ALVARADO,250,2,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,June,2015,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,Green,7,June,2016,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.
Arabica,CADEXSA,Honduras,cadexsa,1400,marcala,JOSE OMAR ACOSTA,275,1,Instituto Hondureño del Café,2015,May,2015,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,Green,1,May,2016,Instituto Hondureño del Café
Arabica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",Costa Rica,"cafetalera internacional cafinter, s.a.",1300,tres rios,JOSE FRANCISCO GONZALEZ,275,18975,Specialty Coffee Association of Costa Rica,2015,May,2015,Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,Green,0,May,2016,Specialty Coffee Association of Costa Rica
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,700,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,8,5,Specialty Coffee Association,2014,April,2015,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,Green,0,April,2016,Specialty Coffee Association
Arabica,EssenceCoffee,Indonesia,essence coffee,1300,lington nihuta,,300,10,Blossom Valley International,2014,March,2015,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0,None,6,March,2016,Blossom Valley International
Arabica,AFCA,Malawi,mzuzu coffee planters coop union,1556,kakoma,Mzuzu Coffee Coop Union,24,60,Africa Fine Coffee Association,2014,October,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,Green,0,October,2015,Africa Fine Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2,Specialty Coffee Association,2014,October,2014,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,Green,0,October,2015,Specialty Coffee Association
Arabica,,Honduras,cigrah,1350,comayagua,"Tomás Sosa, Juan Damaso",275,1,Instituto Hondureño del Café,2014,May,2014,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,Green,4,May,2015,Instituto Hondureño del Café
Arabica,Kurt Kappeli,Mexico,globus coffee,1550,"siltepec el triunfo, chiapas, mexico",various small producers,280,2,Specialty Coffee Association,2014,April,2014,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,Green,0,April,2015,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,LA PLATA,50,70,Almacafé,2013,July,2013,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,Bluish-Green,0,July,2014,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,19,100,Specialty Coffee Association,2012,March,2013,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,Bluish-Green,1,March,2014,Specialty Coffee Association
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,300,60,Specialty Coffee Association,2012,March,2013,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,Bluish-Green,0,March,2014,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,February,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,Green,1,February,2014,Asociacion Nacional Del Café
Arabica,CHRISTINA DUSING,Mexico,,1500,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,302,1,AMECAFE,2012,August,2012,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,Green,2,August,2013,AMECAFE
Arabica,JORGE FRANCISCO MARTINEZ HACHITY,Mexico,,1250,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,15,1,AMECAFE,2012,July,2012,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,Green,10,July,2013,AMECAFE
Arabica,NUCOFFEE,Brazil,,925,cerrado,Marilsa de Fatima Peternela,58,60,NUCOFFEE,2011,October,2011,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,,2,October,2012,NUCOFFEE
Arabica,Exportadora de Cafe Condor S.A,Colombia,,1700,huila,,250,70,Almacafé,2011,June,2011,,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,,0,June,2012,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,30,0,Specialty Coffee Association,,May,2010,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0,,12,May,2011,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,June,2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,Green,1,June,2018,Asociacion Nacional Del Café
Arabica,"Sunvirtue Co., Ltd.",Vietnam,"sunvirtue co., ltd.",1040,vietnam,Richard Yeh,1,2,Specialty Coffee Association,2014,December,2015,Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,Bluish-Green,0,December,2016,Specialty Coffee Association
Arabica,Ngorogoro Convenant Estate,"Tanzania, United Republic Of",ngorogoro convenant estate,1600,ngorogoro,Ngorogoro Convenant Estate,1,60,Africa Fine Coffee Association,2014,January,2015,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,Bluish-Green,4,January,2016,Africa Fine Coffee Association
Arabica,Cafe Politico,Brazil,cafe politico,,,,1,5,Specialty Coffee Association,2013,August,2014,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,Bluish-Green,1,August,2015,Specialty Coffee Association
Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,,774,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",10,1,AMECAFE,2012,September,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,None,9,September,2013,AMECAFE
Arabica,SERGIO LANDA ALARCON,Mexico,,1250,tepictla,SERGIO LANDA ALARCON,100,1,AMECAFE,2012,September,2012,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,Green,23,September,2013,AMECAFE
Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,,1100,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,Green,1,September,2013,AMECAFE
Arabica,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1,AMECAFE,2012,August,2012,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,Green,14,August,2013,AMECAFE
Arabica,Enrique Eduardo Lopez Aguilar,Mexico,finca las nubes,1650,la concordia,GRACIELA AGUILAR PERALTA,28,1,AMECAFE,2012,June,2012,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,,1,June,2013,AMECAFE
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,,250,70,Almacafé,2011,December,2011,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,Green,1,December,2012,Almacafé
Arabica,Racafe & Cia S.C.A,Colombia,,1775,huila,La Plata,275,70,Almacafé,2011,October,2011,,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,,0,October,2012,Almacafé
Arabica,Ipanema Coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60,Brazil Specialty Coffee Association,2017,October,2017,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,Green,5,October,2018,Brazil Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,August,2017,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,Green,1,August,2018,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,santa rosa,JESUS RAMIREZ,80,69,Asociacion Nacional Del Café,2017,June,2017,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,Green,3,June,2018,Asociacion Nacional Del Café
